id,nome,cpf,email,cidade,telefones,endereco,Grupos
749,Antonio Silva Crozara,347.812.628-49,antonio.silva@carlmail.com,2211704,(44) 9756 - 9363; (53) 6666 - 6440; (52) 8724 - 5612,"Travessa Estados Desunidos, 321",3;2
750,Teresa Silva Lucas,752.423.534-41,teresa.silva@hjmail.com.br,2309508,(42) 6557 - 2789; (29) 26574 - 4802; (83) 3389 - 7043,"Alameda Marques, 1291",1;4;2
751,Rafael Oliveira Santos,177.451.141-95,rafael.oliveira@carlmail.com,2504850,(57) 4436 - 6448; (68) 14946 - 3791; (95) 3391 - 6964,"Travessa Setembrina, 1615",4;2;1
752,Gladison Silveira Silva,457.363.377-27,gladison-silveira@septem.co.uk,1100114,(94) 4875 - 1984; (33) 19982 - 1312; (75) 6447 - 8175,"Rua da Cenoura, 74",1;4;3;2
753,Mylen Sousa Andrade,749.188.242-94,mylen-sousa@hjmail.com.br,2410900,(29) 7813 - 9569; (18) 29422 - 8119; (21) 9751 - 9032,"Alameda serenata, 665",1;2;4
754,Beatriz Sousa Silva,959.241.334-94,beatrizsousa@carlmail.com,2614808,(84) 1446 - 2926; (93) 9972 - 8782; (94) 4645 - 4470,"Avenida Santos Dumont, 1545",4;1;3
755,Mylen Santos Walter,982.383.724-46,mylen_santos@septem.co.uk,2900306,(24) 4114 - 2479; (92) 1757 - 1117; (73) 8436 - 2960,"Alameda da Cenoura, 1220",1;3;2
756,Igor Duarte Melo,421.714.268-85,igor_duarte@hjmail.com.br,2105963,(22) 8415 - 7128; (22) 21432 - 7599; (84) 7994 - 1718,"Travessa Cristo, 760 - sala 10",4;3
757,Otávio Abreu Andrade,769.614.168-76,otávioabreu@hjmail.com.br,2401800,(27) 5413 - 9685; (88) 30335 - 6856; (99) 4363 - 4459,"Alameda Maria Angélica, 2024",4;3;1
758,Natasha Trindade Santista,459.982.458-62,natasha.trindade@carlmail.com,2211407,(11) 6872 - 7868; (89) 8192 - 6554; (95) 5283 - 3807,"Rua Easy, 148",2;4
759,Pamela Walter Abreu,918.626.499-65,pamelawalter@hjmail.com.br,2202091,(87) 2531 - 8298; (32) 15239 - 1569; (39) 9292 - 2713,"Alameda Peas, 2027 - Apartamento 219",1;3
760,Caio Sousa Abreu,917.518.199-66,caio_sousa@carlmail.com,2204105,(67) 1262 - 1956; (83) 15476 - 6138; (34) 1164 - 8174,"Travessa do Whisky, 1500 - Apto 629",2;4
761,Adriana de Sá Walter,255.118.965-57,adriana_de@hjmail.com.br,2304269,(14) 3357 - 6877; (83) 28953 - 9479; (99) 3829 - 7410,"Avenida do Coelho da Páscoa, 754",4;3;1
762,Orlando Melo Trindade,758.441.247-91,orlando-melo@septem.co.uk,2513604,(85) 7691 - 7873; (35) 15215 - 5369; (45) 4989 - 4843,"Avenida Marcos, 1361 - Apto 372",4;3
763,Sousa de Sá Ramos,354.345.713-46,sousade@hjmail.com.br,2111201,(76) 8118 - 5299; (93) 12251 - 3677; (84) 1236 - 3068,"Travessa Catapora, 621 - Apto 402",1;2;4;3
764,Giulia Queiroz Silveira,597.321.685-93,giuliaqueiroz@hjmail.com.br,2906303,(24) 4124 - 7789; (84) 11316 - 7273; (19) 3183 - 9053,"Rua da Cenoura, 251",2;3;4
765,Priscila Queiroz Andrade,875.362.854-18,priscila.queiroz@hjmail.com.br,2907905,(11) 2757 - 5673; (58) 9311 - 5354; (21) 7275 - 6097,"Rua Setembrina, 900",1;3;4
766,Igor Pires Santos,257.745.716-86,igorpires@carlmail.com,1708205,(11) 2993 - 5183; (67) 30769 - 8841; (24) 9459 - 4573,"Travessa Lenora, 1106",2;3;4
767,Caio Duarte Santos,675.914.622-22,caio_duarte@hjmail.com.br,2402105,(65) 4774 - 6131; (58) 30237 - 2800; (51) 6312 - 8868,"Rua da Cenoura, 516",1;4
768,Teresa Melo Crozara,132.637.188-19,teresa_melo@hjmail.com.br,2607208,(89) 1726 - 5922; (45) 18325 - 6574; (85) 2416 - 1907,"Alameda Setembro, 1008",2;3
769,Caio Ramos De Melo,774.698.987-83,caio-ramos@septem.co.uk,1503903,(29) 8647 - 2581; (42) 3149 - 1997; (55) 2633 - 5006,"Alameda Catapora, 195 - Apto 847",1;2;4
770,Eduardo Abreu Oliveira,537.273.418-77,eduardo_abreu@carlmail.com,2805802,(95) 7667 - 9947; (61) 11551 - 3759; (83) 2952 - 3720,"Travessa confins, 912 - sala 11",3;4
771,Natasha Abreu Edgar,724.928.414-13,natashaabreu@septem.co.uk,2501575,(43) 3118 - 5755; (23) 4787 - 8566; (26) 5741 - 7044,"Travessa Estados Desunidos, 2015",2;3;4;1
772,Tony Santos De Melo,527.556.277-75,tony_santos@hjmail.com.br,2202711,(34) 2674 - 2555; (45) 20152 - 1583; (46) 2515 - 8288,"Rua Estados Desunidos, 1799 - Apto 61",2;4;3
773,Pamela Crozara de Sá,743.167.187-43,pamelacrozara@carlmail.com,1100106,(69) 2323 - 7614; (58) 23671 - 8513; (46) 1971 - 5512,"Rua garça, 992 - sala 4",3;2;1
774,Camila Trindade Sousa,994.413.134-58,camila.trindade@hjmail.com.br,2307908,(11) 4492 - 6941; (49) 17356 - 3451; (25) 6516 - 4525,"Travessa Vinícius CEO, 6",1;2;4
775,Pamela Trindade De Melo,629.473.287-98,pamela-trindade@carlmail.com,1718840,(91) 7272 - 5359; (16) 8278 - 6585; (58) 2853 - 4458,"Avenida Yayá, 522",1;3;2
776,Antonio Queiroz Trindade,586.544.274-22,antonio_queiroz@hjmail.com.br,2701357,(28) 8631 - 3818; (15) 14553 - 4094; (38) 9891 - 8482,"Avenida milipode, 1656",1;2
777,Carlos Queiroz Walter,129.145.386-55,carlos.queiroz@septem.co.uk,2301802,(89) 5837 - 3125; (44) 27119 - 6622; (86) 6486 - 4177,"Travessa Setembro, 1540",2;1
778,Marcos Santos Sousa,859.164.269-32,marcos.santos@hjmail.com.br,2807006,(31) 9899 - 6177; (34) 21369 - 5507; (41) 2337 - 3182,"Rua Uberaba, 147",3;4;2
779,Maria Oliveira Ramos,488.918.825-73,maria_oliveira@carlmail.com,1703826,(89) 8195 - 6546; (44) 16395 - 6329; (79) 9924 - 3178,"Avenida Evangelista, 214 - Apto 350",1;4;2
780,Gladison Santos de Sá,212.724.678-49,gladison.santos@hjmail.com.br,2101004,(52) 4596 - 7137; (58) 13122 - 1576; (59) 3128 - 8825,"Avenida Peas, 1455",3;2
781,Natasha Walter Melo,175.194.532-34,natasha_walter@septem.co.uk,1505437,(12) 1316 - 5989; (18) 26156 - 3584; (88) 4929 - 7469,"Travessa Setembrina, 1593",4;1;2
782,Caio Queiroz Trindade,622.337.819-12,caio-queiroz@carlmail.com,2611705,(96) 5778 - 9619; (31) 6861 - 2227; (13) 1955 - 1784,"Rua Catapora, 1077 - Apto 658",1;2;3
783,Dina Racazella Santos,629.255.313-37,dinaracazella@hjmail.com.br,2100709,(38) 5772 - 8475; (36) 9983 - 9193; (79) 9281 - 2303,"Avenida Setembro, 433",3;4;1
784,Carlos Lucas Pires,881.676.462-49,carlos_lucas@hjmail.com.br,2702405,(29) 6429 - 7314; (48) 15151 - 8628; (11) 1414 - 3683,"Alameda Lenora, 1824 - sala 10",1;3;4;2
785,Maria Trindade Lima,262.164.646-61,maria-trindade@carlmail.com,2605202,(96) 5621 - 7246; (46) 18667 - 6764; (76) 1574 - 8254,"Rua confins, 241",4;1;2
786,Tony Crozara Silveira,227.318.823-52,tony.crozara@carlmail.com,2403202,(33) 6818 - 9172; (43) 14546 - 4134; (55) 5599 - 7525,"Rua Easy, 1086",4;1
787,Pamela Melo Edgar,728.542.459-83,pamela.melo@carlmail.com,2200459,(82) 4795 - 9323; (84) 19853 - 8459; (71) 1611 - 2745,"Avenida Peas, 1935",3;4
788,Sousa Oliveira Abreu,618.846.666-72,sousaoliveira@carlmail.com,1302108,(77) 3839 - 6135; (67) 27588 - 3336; (99) 8422 - 3448,"Rua do Gin Tônica, 1086",2;3
789,Lauro Walter Sousa,258.896.451-91,laurowalter@septem.co.uk,2903508,(12) 5398 - 9567; (17) 16885 - 1414; (76) 1774 - 4169,"Avenida Vinícius CEO, 71",1;3;2
790,Caio Abreu Trindade,366.226.529-58,caio-abreu@carlmail.com,2503704,(53) 3222 - 9755; (76) 10698 - 8501; (22) 3493 - 8953,"Rua Ernesto Augusto, 1683",3;1
791,Pamela Queiroz Pires,332.688.242-94,pamela.queiroz@hjmail.com.br,2604205,(77) 8332 - 8865; (85) 8783 - 2706; (36) 1291 - 8523,"Avenida do Whisky, 376",3;2;4
792,Carla Trindade Queiroz,217.276.597-63,carlatrindade@carlmail.com,2408607,(58) 7567 - 1566; (21) 29659 - 8339; (51) 1636 - 6986,"Rua da Cenoura, 507",2;3;4
793,Rosi Silva Racazella,678.624.339-42,rosi_silva@hjmail.com.br,2400901,(85) 3189 - 7424; (35) 24978 - 3640; (47) 5238 - 3968,"Avenida Easy, 624 - Apto 72",2;3;1
794,Mylen Santista Pires,541.171.211-77,mylen-santista@septem.co.uk,2913101,(19) 3964 - 8811; (56) 10112 - 8394; (27) 8848 - 3508,"Rua Setembrino, 222 - Apto 561",2;3;1
795,Sousa Crozara de Sá,837.661.913-25,sousacrozara@septem.co.uk,1500404,(55) 1973 - 8259; (62) 21397 - 4189; (52) 4214 - 8668,"Alameda Cristo, 421",2;1;3
796,Luzia Trindade Lucas,537.639.341-19,luzia_trindade@hjmail.com.br,2508703,(95) 7232 - 5447; (84) 10284 - 2893; (82) 1626 - 8058,"Travessa da Cenoura, 300 - sala 16",3;1;4
797,Rafaela Silva Silva,866.391.539-88,rafaelasilva@carlmail.com,2313401,(44) 2621 - 1562; (77) 9752 - 9108; (74) 7411 - 8662,"Travessa Brasil, 650",2;3;1
798,Dina de Sá Queiroz,575.772.773-99,dina-de@septem.co.uk,2506707,(88) 1313 - 7465; (67) 8479 - 3431; (12) 2576 - 7236,"Travessa Setembrina, 246",2;1
799,Carla Pires Lucas,512.821.882-78,carla_pires@septem.co.uk,1702554,(16) 2554 - 5652; (79) 21628 - 4370; (45) 3319 - 8781,"Avenida Lenora, 1970 - Apartamento 773",3;4;1
800,Rosa Walter Trindade,449.276.619-37,rosawalter@hjmail.com.br,2307007,(48) 6772 - 8199; (63) 15839 - 8516; (46) 6636 - 9345,"Travessa milipode, 32 - sala 9",1;4;2
801,Teresa Oliveira Walter,825.818.424-18,teresa_oliveira@carlmail.com,2110039,(99) 7937 - 6894; (57) 2296 - 9770; (84) 5898 - 5930,"Avenida Colonial, 190",2;4
802,Rosi Santos Lima,555.343.599-59,rosi.santos@septem.co.uk,2205607,(25) 9321 - 5276; (36) 19472 - 6366; (79) 2984 - 1030,"Alameda Santos Dumont, 84 - Apartamento 103",3;4
803,Caio Trindade Racazella,373.875.286-95,caio-trindade@septem.co.uk,2104677,(48) 6762 - 7371; (55) 13934 - 4389; (33) 6828 - 9999,"Travessa Saracura, 842",4;3;1
804,Camila Silva Queiroz,623.368.328-13,camilasilva@hjmail.com.br,2707800,(95) 1478 - 5285; (84) 9972 - 4553; (78) 8572 - 3596,"Travessa do Bode, 617 - sala 15",1;4
805,Rafaela Lucas Edgar,551.445.523-89,rafaelalucas@septem.co.uk,1504950,(58) 7487 - 2639; (59) 27963 - 8014; (13) 5315 - 3731,"Alameda Costa Teles, 1234 - Apto 297",4;2;3
806,Natasha Walter Oliveira,981.928.557-85,natashawalter@carlmail.com,2511103,(35) 6353 - 6176; (89) 9951 - 9380; (57) 6646 - 9834,"Alameda Carolina, 1803",1;4;2
807,Maria Oliveira Lucas,487.629.358-25,maria-oliveira@septem.co.uk,2512705,(44) 4181 - 7891; (73) 26193 - 1526; (72) 5986 - 8157,"Alameda Maria Angélica, 719",4;1;3;2
808,Orlando Pires Silveira,269.375.972-66,orlando_pires@carlmail.com,2406106,(66) 2633 - 6257; (61) 6364 - 3993; (19) 9476 - 2090,"Alameda Vinícius CEO, 1831 - Apto 99",3;4
809,Carlos Edgar Santos,182.957.565-83,carlos_edgar@carlmail.com,2904050,(43) 8539 - 4639; (49) 11367 - 1446; (42) 6242 - 1539,"Travessa Marcos, 1042",2;4
810,Mylen Abreu Ramos,963.294.533-67,mylenabreu@carlmail.com,2905206,(96) 9565 - 3898; (66) 4259 - 5749; (31) 7755 - 6957,"Rua da Cenoura, 91 - Apartamento 175",4;1;3
811,Orlando de Sá Abreu,927.472.444-16,orlandode@carlmail.com,2511202,(34) 1552 - 8979; (35) 12368 - 1396; (91) 5224 - 9629,"Alameda Brasil, 1170",2;3;1
812,Lauro Sousa Edgar,661.527.786-48,lauro-sousa@septem.co.uk,2803500,(22) 8941 - 5639; (49) 15948 - 7215; (42) 2489 - 2152,"Avenida Ernesto Augusto, 568",4;2
813,Gladison Silva Lucas,425.457.846-27,gladison_silva@hjmail.com.br,2414407,(42) 8693 - 8342; (23) 12983 - 3994,"Rua Marques, 1240 - Apartamento 61",1;2
814,Lisa Melo Lima,552.613.246-28,lisa_melo@carlmail.com,2903235,(71) 3532 - 8265; (33) 21277 - 7978,"Alameda do Bode, 162",3;2;4
815,Sousa De Melo Sousa,925.421.682-65,sousa-de@carlmail.com,2707305,(94) 7887 - 2543; (23) 18714 - 3359,"Avenida Setembrina, 1136",2;3;4
816,Caio Santista Oliveira,488.673.128-47,caiosantista@septem.co.uk,2614808,(16) 6686 - 3661; (74) 15525 - 1009,"Travessa do Gin Tônica, 485",4;2
817,Guilherme Edgar Pires,193.117.575-17,guilherme.edgar@hjmail.com.br,2403400,(87) 4923 - 3514; (59) 20151 - 7437,"Avenida Marcos, 511",1;4
818,Giulia Ramos Lucas,689.223.929-13,giulia_ramos@carlmail.com,1712009,(21) 7424 - 5817; (73) 10886 - 5462,"Rua do Bode, 1743",2;3;1
819,Leandro Lima Santista,533.762.775-63,leandro.lima@hjmail.com.br,2607208,(73) 4137 - 6453; (73) 19461 - 9908,"Alameda Santos Dumont, 579 - Apto 202",1;4
820,Rosa Andrade Pires,889.834.315-14,rosa.andrade@carlmail.com,1300201,(56) 6577 - 3944; (51) 19397 - 9132,"Rua Maria Angélica, 15",2;1;4
821,Lauro Crozara Melo,253.967.952-86,laurocrozara@carlmail.com,2910800,(38) 4456 - 5275; (86) 30861 - 3699,"Avenida Estados Desunidos, 1035",4;1
822,Eduardo Lucas de Sá,187.542.455-97,eduardo-lucas@carlmail.com,2107100,(99) 3729 - 2524; (54) 25297 - 3917,"Alameda Vinícius CEO, 1980",3;1;4
823,Antonio de Sá Melo,832.341.976-82,antonio_de@septem.co.uk,2803708,(97) 1778 - 9284; (95) 12887 - 4348,"Avenida Brasil, 169",4;1;3
824,Carlos Edgar De Melo,477.954.245-88,carlosedgar@carlmail.com,2303402,(87) 9596 - 1353; (49) 24621 - 8847,"Alameda Brasil, 1961",4;3;1
825,Marcos Trindade Trindade,973.345.873-79,marcostrindade@carlmail.com,1716653,(21) 4894 - 9482; (49) 17871 - 6011,"Rua da Lenora, 1834",1;3
826,Mylen De Melo Queiroz,662.269.474-49,mylen_de@carlmail.com,2304277,(28) 8915 - 5986; (78) 23583 - 4861,"Rua do Coelho da Páscoa, 2011",4;3;2;1
827,Marcos Ramos Racazella,779.559.962-12,marcos_ramos@septem.co.uk,1200807,(51) 3655 - 7347; (49) 1792 - 9792; (95) 7258 - 9155,"Avenida Yayá, 144 - Apartamento 430",4;2;3
828,Gladison Santista Santista,376.248.538-86,gladisonsantista@carlmail.com,2402303,(83) 7864 - 1922; (32) 1272 - 4613; (34) 3773 - 2650,"Avenida Maria Angélica, 307",1;4;2;3
829,Maria Racazella Lima,291.218.849-75,mariaracazella@hjmail.com.br,1101500,(39) 7793 - 1946; (55) 14636 - 3359; (23) 1441 - 4714,"Alameda Lenora, 299 - sala 4",3;1;4
830,Beatriz de Sá Silveira,644.246.128-45,beatriz_de@septem.co.uk,2505501,(23) 5768 - 7655; (27) 19872 - 5356; (62) 3483 - 2096,"Avenida Evangelista, 1936",4;2;3
831,Maria Crozara Ramos,859.149.975-56,mariacrozara@hjmail.com.br,2803104,(24) 2373 - 8293; (68) 24354 - 1212; (34) 5953 - 7474,"Rua Vinícius CEO, 1228",4;1;2
832,Igor Silveira Edgar,161.978.995-98,igor-silveira@septem.co.uk,1101807,(58) 6453 - 4157; (63) 25289 - 8943; (62) 1312 - 3960,"Alameda garça, 530 - Apto 45",3;1
833,Pamela Santista Edgar,261.731.885-22,pamela.santista@carlmail.com,2205540,(62) 6191 - 3978; (15) 11612 - 3571; (96) 4885 - 1751,"Avenida Saracura, 1386",2;4;1
834,Maria Crozara Crozara,794.355.314-36,maria_crozara@carlmail.com,2912509,(53) 8748 - 2628; (61) 23916 - 4852; (94) 5121 - 4118,"Travessa Evangelista, 1713 - sala 7",3;2;4
835,Laura Edgar De Melo,662.367.321-28,laura.edgar@carlmail.com,2202083,(71) 3955 - 4858; (95) 11436 - 6658; (85) 8554 - 6419,"Rua Santos Dumont, 1041 - Apto 528",1;3
836,Orlando Walter Racazella,293.723.139-92,orlando-walter@carlmail.com,1100080,(19) 5139 - 1412; (63) 5462 - 8219; (37) 2965 - 1477,"Travessa Yayá, 568",4;3;2
837,Rafaela Silveira Duarte,587.262.949-97,rafaela.silveira@hjmail.com.br,2310704,(17) 1839 - 7876; (58) 16131 - 8445; (47) 1684 - 3796,"Travessa Cristina Aveiro, 1169",4
838,Guilherme Santos Walter,115.832.282-64,guilhermesantos@septem.co.uk,2706505,(29) 3696 - 4617; (35) 13464 - 4829; (64) 7283 - 8628,"Alameda Brasil, 420",1;3;2
839,Igor Pires Santos,896.767.774-38,igor.pires@hjmail.com.br,2801603,(51) 6279 - 7133; (76) 9281 - 1773; (32) 5836 - 8201,"Avenida Catapora, 1712",2;1
840,Carlos Santos Racazella,986.792.511-85,carlos_santos@carlmail.com,2301307,(95) 9819 - 5392; (37) 16927 - 8919; (43) 4656 - 1378,"Travessa Easy, 1826",1
841,Tony Walter Crozara,656.646.811-94,tony-walter@hjmail.com.br,2401909,(25) 6769 - 3729; (21) 9546 - 3713; (55) 3432 - 8561,"Alameda Vinícius CEO, 901",3
842,Igor Oliveira Silveira,796.146.327-77,igor-oliveira@hjmail.com.br,2210607,(58) 8321 - 3115; (82) 17435 - 5995; (55) 3693 - 9866,"Travessa Vinícius CEO, 335 - Apto 586",1;3;4
843,Beatriz Melo Santista,492.243.236-49,beatriz_melo@hjmail.com.br,2507408,(81) 4858 - 3974; (16) 13781 - 8982; (95) 4562 - 7133,"Rua confins, 975",3;1;4;2
844,Gladison Andrade Lucas,883.663.172-86,gladison.andrade@septem.co.uk,1508001,(29) 8969 - 9968; (35) 26178 - 4869; (52) 5987 - 5141,"Travessa do Whisky, 2001 - Apto 195",2;4;3
845,Beatriz Crozara Sousa,662.351.787-28,beatriz.crozara@carlmail.com,1506609,(29) 6272 - 7773; (41) 9696 - 8850; (22) 9232 - 4863,"Alameda Setembrina, 630",4;2;1
846,Antonio Santista Oliveira,944.194.257-41,antonio_santista@carlmail.com,1506559,(79) 5525 - 5267; (91) 11573 - 8323; (37) 1956 - 4887,"Rua da Lenora, 1346",4;1;2;3
847,Tony Melo Santista,969.985.111-34,tony.melo@hjmail.com.br,1100338,(45) 8824 - 8619; (79) 2789 - 7898; (33) 2298 - 8263,"Avenida Evangelista, 616",3;2;1
848,Lauro Lima Walter,832.732.678-62,lauro-lima@carlmail.com,2705705,(96) 3969 - 4317; (59) 19895 - 8325; (38) 5659 - 5555,"Alameda Carolina, 1678",1;3;4
849,Luzia Edgar Walter,687.123.255-69,luziaedgar@carlmail.com,2708709,(13) 7268 - 8715; (36) 3424 - 6864; (52) 5159 - 7302,"Travessa Vinícius CEO, 86",3;4
850,Carlos Duarte Silva,795.674.973-51,carlos.duarte@carlmail.com,2906857,(13) 1199 - 6122; (57) 2731 - 8525; (52) 3824 - 6919,"Avenida Peas, 1153 - Apartamento 428",2;4;1
851,Adriana Abreu Queiroz,977.328.143-93,adriana_abreu@hjmail.com.br,2100600,(67) 7436 - 9964; (42) 2999 - 6873; (79) 1695 - 2216,"Travessa milipode, 1786",4;2
852,Caio Lucas de Sá,516.499.679-15,caio.lucas@carlmail.com,2302701,(47) 9226 - 7449; (63) 19154 - 4632; (27) 6811 - 2947,"Avenida Setembro, 447",3;4
853,Lisa Walter Queiroz,256.761.524-54,lisa-walter@hjmail.com.br,2800407,(37) 4895 - 7885; (27) 1894 - 4112; (88) 1575 - 3002,"Rua Lenora, 217 - sala 15",2;4;1
854,Giulia Trindade Walter,637.718.367-77,giulia-trindade@carlmail.com,2409506,(86) 6989 - 5928; (36) 27426 - 8965; (75) 7894 - 9578,"Rua da Lenora, 206",4;2;3
855,Teresa Trindade Walter,776.758.628-62,teresa-trindade@carlmail.com,2612901,(34) 6163 - 3328; (34) 6637 - 9337; (78) 3776 - 7190,"Travessa Setembrina, 326 - sala 13",3;2;1;4
856,Luzia Sousa Melo,442.922.789-66,luzia.sousa@septem.co.uk,2510105,(99) 3519 - 5766; (58) 6272 - 3016; (98) 3645 - 7961,"Rua Santos Dumont, 131",4;3
857,Luzia Pires Abreu,718.328.139-74,luzia.pires@carlmail.com,1502756,(78) 5286 - 8241; (94) 10783 - 4267; (63) 2132 - 4343,"Rua Colonial, 1271",3;4;2
858,João de Sá Ramos,862.836.875-24,joão.de@septem.co.uk,2410801,(77) 8579 - 4196; (33) 6683 - 8547; (16) 6493 - 1901,"Alameda Estados Desunidos, 427",1;2;3
859,Tony Santista Silveira,485.476.453-81,tony.santista@septem.co.uk,2513802,(86) 2635 - 9374; (43) 17727 - 6493; (93) 7483 - 4369,"Avenida do Carneiro, 1661 - Apto 164",3;4;2
860,Rosi Pires Walter,732.199.799-52,rosipires@septem.co.uk,2201150,(67) 9568 - 3467; (61) 28277 - 6783; (78) 5394 - 7839,"Travessa Marques, 561",2;4;1;3
861,Marcos Sousa Sousa,983.383.766-59,marcos_sousa@carlmail.com,1400050,(26) 8475 - 5195; (58) 20857 - 9114; (63) 6892 - 8881,"Alameda Carolina, 685",1;2
862,Rosi Trindade Sousa,725.963.597-39,rosi-trindade@septem.co.uk,1303403,(83) 4375 - 2629; (39) 28361 - 5480; (82) 1237 - 3503,"Rua Carolina, 1641 - sala 5",1;4;3
863,Antonio Trindade Melo,255.866.656-94,antonio-trindade@hjmail.com.br,2804904,(83) 2862 - 3751; (43) 22188 - 1316; (43) 3162 - 3481,"Travessa Cristo, 711 - Apto 691",2;3;1
864,Leandro Andrade Abreu,479.345.675-47,leandroandrade@hjmail.com.br,2111573,(72) 4971 - 7235; (54) 10426 - 1430; (67) 7822 - 6607,"Avenida Catapora, 309 - sala 10",4;3;1
865,Laura Santos de Sá,557.831.278-92,laurasantos@septem.co.uk,2703700,(88) 6439 - 4665; (26) 30626 - 6606; (59) 2796 - 4357,"Alameda Costa Teles, 1346",4;1
866,Camila Santos Edgar,175.493.992-73,camila_santos@septem.co.uk,2406205,(61) 9388 - 8641; (18) 6771 - 3824; (88) 6885 - 7817,"Travessa Lenora, 1635 - Apto 206",1;4;2
867,Otávio Edgar Edgar,611.259.976-89,otávio_edgar@septem.co.uk,2105104,(21) 7811 - 7643; (18) 26673 - 2675; (78) 2731 - 2149,"Travessa do Bode, 1478 - Apto 211",4;2
868,Orlando Duarte Andrade,393.342.493-17,orlando_duarte@septem.co.uk,2313955,(21) 5444 - 6521; (35) 20911 - 5455; (41) 1919 - 7832,"Avenida Catapora, 1764 - Apartamento 764",4;2;3
869,Gladison Silva Trindade,446.716.484-63,gladison_silva@hjmail.com.br,2301901,(12) 8514 - 7758; (16) 17597 - 3385; (82) 1166 - 3752,"Alameda Evangelista, 1548",1;3
870,Igor Santos De Melo,858.944.753-97,igor-santos@septem.co.uk,2307007,(86) 2259 - 6846; (23) 6915 - 8596; (41) 9585 - 7198,"Alameda confins, 473 - Apartamento 698",3;4;1
871,Priscila Sousa Abreu,716.178.493-58,priscila.sousa@hjmail.com.br,2200277,(22) 5688 - 7634; (24) 24528 - 6058; (66) 5921 - 7390,"Rua Peas, 241 - sala 6",4;3;2
872,Maria Edgar Santista,521.462.933-98,maria-edgar@hjmail.com.br,1100809,(74) 4959 - 9294; (24) 3488 - 6345; (56) 3264 - 7644,"Travessa confins, 1707",2;3;4
873,Dina Santos Lima,634.252.766-58,dina_santos@septem.co.uk,2207751,(27) 9439 - 1158; (29) 2836 - 4393; (43) 9835 - 2877,"Avenida Lenora, 697",4;2
874,Camila De Melo Santista,391.484.177-23,camila.de@carlmail.com,1300060,(29) 2943 - 8412; (83) 19456 - 4709; (28) 9137 - 7786,"Alameda do Coelho da Páscoa, 1702",2;1
875,Teresa De Melo Queiroz,411.231.571-28,teresa_de@septem.co.uk,1712009,(76) 6975 - 1235; (48) 28298 - 1897; (68) 7384 - 4146,"Alameda Vinícius CEO, 1717 - sala 25",3;1;2
876,Adriana Lucas Santista,969.438.193-67,adriana-lucas@hjmail.com.br,1200252,(37) 9452 - 5768; (69) 3922 - 5154; (39) 1929 - 3391,"Avenida Santos Dumont, 21",3;4;1
877,Lauro Santista Oliveira,436.629.893-88,laurosantista@hjmail.com.br,2412559,(58) 7393 - 7793; (94) 17255 - 9867; (26) 4691 - 9179,"Travessa Yayá, 1440",4;1;2
878,Adriana de Sá Silveira,235.653.222-97,adriana_de@septem.co.uk,1101468,(31) 8832 - 8268; (61) 18733 - 3467,"Alameda Setembro, 1390",4;3;2
879,Mylen Queiroz Pires,225.652.438-94,mylen-queiroz@hjmail.com.br,1100809,(44) 5413 - 8291; (45) 14282 - 3175,"Rua Cristo, 67",1;2;4
880,Sandra Duarte Trindade,119.969.635-29,sandra-duarte@hjmail.com.br,2104602,(21) 6246 - 7189; (42) 20386 - 3296,"Travessa da Cenoura, 131",4;1;3
881,Dina Duarte Edgar,184.346.146-66,dina-duarte@carlmail.com,2307502,(13) 9263 - 7271; (15) 10781 - 7213,"Alameda Costa Teles, 306",2;4;3;1
882,Caio Silveira Oliveira,612.917.923-53,caiosilveira@carlmail.com,1500206,(83) 4354 - 4547; (72) 7933 - 7628,"Avenida Easy, 1920 - Apto 371",3;1;4;2
883,Maria Lucas Edgar,599.774.623-86,maria-lucas@septem.co.uk,2706802,(95) 3126 - 2627; (57) 11118 - 6048,"Alameda Peas, 974",4;1
884,Sousa Walter Pires,466.921.364-23,sousawalter@septem.co.uk,2203909,(51) 7484 - 9854; (47) 9731 - 5269,"Alameda Lenora, 1546 - Apto 931",1;2
885,Sandra Melo Queiroz,784.577.556-79,sandra-melo@hjmail.com.br,2802502,(46) 9663 - 7233; (49) 19336 - 9258,"Rua do Carneiro, 562",2;4;1
886,Otávio Duarte Abreu,797.623.242-73,otávio.duarte@carlmail.com,2210979,(81) 5994 - 1558; (56) 9651 - 1549; (31) 5248 - 3859,"Travessa Colonial, 1010",2;1;3
887,Eduardo Melo Crozara,397.833.361-82,eduardomelo@septem.co.uk,2110104,(19) 7673 - 7793; (12) 19773 - 1766; (53) 2457 - 2453,"Travessa Peas, 1435 - Apartamento 256",1
888,Leandro De Melo Racazella,694.427.184-11,leandro-de@hjmail.com.br,2101939,(21) 2369 - 9563; (42) 14139 - 7748; (45) 1741 - 7205,"Avenida do Coelho da Páscoa, 1882",2;4;1
889,Lisa Santos Oliveira,475.881.456-84,lisasantos@carlmail.com,2405405,(85) 1239 - 3669; (77) 2748 - 2870; (41) 3744 - 8296,"Travessa Lenora, 1267",3;2
890,Dina Sousa Trindade,126.493.787-23,dina.sousa@hjmail.com.br,1100254,(97) 9523 - 1351; (85) 24613 - 5984; (16) 4238 - 5953,"Alameda Peas, 1347 - sala 15",2;1
891,Caio Walter Duarte,751.985.296-81,caio-walter@septem.co.uk,2803708,(49) 5147 - 5799; (98) 18971 - 5191; (65) 4928 - 8483,"Travessa Costa Teles, 124",2;1
